COUNTRY,% of Startups Exiting via Acquisition or IPO,Availability of Alternative Finance,Availability of Growth-Stage Capital for Scaleups,Availability of legal and accounting services for entrepreneurs.,"Availability of tech services (fintech services, crypto)",Average Time to Close a Funding Round,"Branches of multinational companies (e.g. Google, Microsoft)",Corporate tax rate,Corruption index / Rule of law,"Cost of Internet (60 Mbps or more, unlimited data cable/adsl) utlities monthly in USD",Cost of internet per month/USD,Cost starting a business (% of income per capita),Diversity and Inclusion Index-wage inequality,Diversity of Startup Funding Sources,E-Government Index,Early-Stage Funding Growth,Early-stage Funding Volume,Ease of getting credit,Ease of starting a business index,Ecosystem Networking Activity: Count of Meetup Groups/ Entrepreneurship Networking events,Emerging Investor Base: New Investors with less than 5 years of activity,Employee Engagement,English proficiency,Entrepreneurship as a good career choice rate,FDI Confidence index emerging markets rankings,Fear of failure rate,Female/Male TEA Ratio,Financial Literacy,Financial market development Index,Global Innovation Index,Government R&D Expenditure % GDP,Government effectiveness,Growth Rates in Biotech,Growth Rates in Cleantech,Growth Rates in Fintech,Growth Rates in Tech,H-index,Human Development Index,IP Protection Score,Industry association memberships,Internet freedom,Internet speed,Migration management,Number of Accelerators,Number of Angel Investors Supporting Startups,Number of Co-Working Spaces Supporting Startups,Number of Corporate Innovation Challenges or Hackathons Hosted,Number of Corporate Venture Capital (CVC) Funds investing in local Startups,Number of Ecosystem Networking Events Organized,Number of Funding Rounds Closed,Number of IPOs in the Last 5 Years,Number of Investors/VCs,Number of Mentions or Features in National or International Media,Number of Research Publications in High-Impact Journals,Number of STEM graduates,Number of Scaleups Featured in National or International Media,Number of Startup or Innovation-Ready Service Providers,Number of Startup-Ready Service Providers,Number of Startups Created,Number of Startups and Projects Supported by Service Providers,Number of VC investors older than 5 years,Number of contributions by top 1000 GitHub users,Number of coworking spaces,Number of cumulative unicorns,Number of exits above 1B,Number of exits above 50M,Number of global startup events,Number of incubators,Number of research institutes,Number of startup competitions,Perceived opportunities rate,Percentage of Scaleup-Ready Service Providers,Percentage of Startups Receiving Investment,Percentage of Startups Securing Series A or Beyond,Percentage of Startups with Access to Seed or Early-Stage Funding,Percentage of enrollment in secondary education,Political transformation index,Presence of international influencers (like Tim Cook),Public Open Data Initiatives,Public capital market activity,Quality of Vocational Trainings,"R&D centers of multinational companies (e.g. Alphabet, Microsoft, Meta)",Ratio of Series A to seed,Ratio of Series C to Series A Startups,Regulatory quality,Salary of software engineers,Score of data science and tech skills,Startup Survival Rate (2+ Years),Startups to total number of companies ratio,Strength of IP Laws Score,Tax wedge,Top Universities per country,Total Capital Invested in Startups,Total Capital Invested in Startups and Scaleups,Total Funding Raised by Startups,Total Funding Raised by Startups and Scaleups,Total Government Funding allocated to early-stage Startups and Scale-ups,Total Growth-Stage Capital Invested in Scaleups,Total Number of Startups and Scaleups,Total Public Funding Allocated to Innovation and Entrepreneurship,Unemployment Rate,Youth Labour Participation rate
South Africa,16.37697567,0.262186313,0.0,0.0,51.51515152,0.0,0.0,25.0,54.25,15.998870000000002,15.998870000000002,0.0,100.0,0.0,73.86363636,41.98,0.280834156,60.0,43.91534392,0.0,0.0,45.0,82.5,76.01778519,28.75695733,9.58825772,46.0,50.0,,31.588132639999998,,48.11,24.44444444,33.33333333,24.59016393,14.432989690000001,35.33233383,57.41056218,28.48365692,0.0,76.47058824,13.230049690000001,50.0,1.082543978,0.0,0.0,0.0,1.96115645,0.0,0.0,0.821355236,1.114550184,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.6272023340000001,23.01259294,0.512382579,0.0,0.119617225,0.203527816,1.936,0.567375887,2.200488998,0.0,63.84300087,0.0,0.0,10.21081718,0.0,70.52631579,60.64356436,3.414634146,57.57575758,0.0,23.54205034,0.0,23.95209581,11.0,44.34,35.78353231,14.14141414,0.0,1.382050577,28.48365692,,,0.0,0.0,0.0,0.0,40.92592593,0.0,0.0,0.0,8.57142857,24.63768116
South Korea,52.49069873,,0.0,0.0,3.787878788,0.0,0.0,26.66666667,84.91,6.558689203999999,6.558689203999999,0.0,23.1981982,0.0,97.72727273,50.1,1.48559348,65.0,2.116402116,0.0,0.0,22.5,53.33333333,46.40822565,,71.99771254,31.0,34.48275862,15.12605042,88.48167539,88.72300384,90.09,64.44444444,66.66666667,73.7704918,45.36082474,37.63118441,93.52640545,87.04841484,0.0,67.05882353,57.32534347,60.52631579,10.0135318,0.0,0.0,0.0,4.434744101,0.0,0.0,21.86858316,1.8556461340000001,0.0,0.0,84.51779058,0.0,0.0,0.0,0.0,0.0,3.6247334749999998,46.08362918,0.0,1.984732824,0.837320574,1.696065129,1.778666667,3.5460992910000004,7.82396088,0.0,31.26319712,0.0,0.0,29.21738027,0.0,,88.11881188,50.73170732,78.67564534,0.0,58.79373849,0.0,38.92215569,19.0,83.96,39.99675983,74.74747475,0.0,6.097418961,84.12386336,53.35459013,61.72839506,0.0,0.0,0.0,0.0,60.37037037,0.0,0.0,0.0,92.57142857,18.84057971
South Sudan,4.015077024,,0.0,0.0,,0.0,0.0,16.66666667,1.42,,,0.0,,0.0,0.0,,0.0,10.0,97.35449735,0.0,0.0,,,,,,,,,,,0.0,,,,,,0.170357751,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.011222085,,,,,,,0.0,,0.0,,0.0,0.0,4.545454545,0.0,0.0,10.27227723,,8.080808081,0.0,,0.0,0.0,,0.9399999999999998,11.99524774,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,64.57142857,72.46376812
Spain,29.7419784,,0.0,0.0,20.45454545,0.0,0.0,30.55555556,77.36,12.35463063,12.35463063,0.0,20.27027027,0.0,89.77272727,54.059999999999995,0.977978924,60.0,15.873015869999998,0.0,0.0,10.0,59.16666667,28.539669309999997,,34.92184522,51.0,62.06896552,50.210084030000004,60.55846422,25.72114249,77.83,35.55555556,58.33333333,32.78688525,21.64948454,57.57121439,90.45996593,88.89161956,0.0,,71.53171587,65.78947368,8.525033829,0.0,0.0,0.0,3.707218321,0.0,0.0,3.901437372,2.359882006,0.0,0.0,24.93222634,0.0,0.0,0.0,0.0,0.0,3.658399731,66.08295934,1.195559351,0.610687023,0.358851675,0.339213026,7.154666667,8.65248227,44.00977995,0.0,22.29536704,0.0,0.0,45.13548202,0.0,96.84210526,,12.19512195,80.35914703,0.0,50.414364639999995,0.0,17.96407186,9.0,75.94,34.1389435,98.98989899,0.0,8.172590961,88.89161956,23.70832401,26.543209880000003,0.0,0.0,0.0,0.0,31.48148148,0.0,0.0,0.0,65.42857143,27.53623188
Sri Lanka,3.82484656,,0.0,0.0,66.66666667,0.0,0.0,16.66666667,52.35999999999999,4.133904609,4.133904609,0.0,31.531531530000002,0.0,61.363636359999994,44.43,0.010904349,40.0,51.85185185000001,0.0,0.0,25.0,37.5,,,,,37.93103448,,21.64048866,,35.85,,,,,10.61969015,68.14310051,,0.0,51.76470588000001,6.354866998,,0.202976996,0.0,0.0,0.0,0.234073512,0.0,0.0,0.0,0.095906535,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.10099876600000002,34.04062563,1.195559351,,,,0.157333333,0.283687943,0.0,0.0,,0.0,0.0,4.515670821,0.0,90.52631579,52.10396039999999,,54.09652076,0.0,44.75138122,0.0,23.95209581,0.0,27.36,5.027271473,21.21212121,0.0,0.247343733,,,6.790123457,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,83.14285714,17.39130435
Sudan,12.33901719,,0.0,0.0,,0.0,0.0,2.77777778,10.38,,,0.0,,0.0,23.86363636,,0.000502503,15.0,89.94708995,0.0,0.0,,15.0,91.20466861,,45.84445292,35.0,13.79310345,,,,4.72,,,,,9.145427286,23.16865417,,0.0,22.35294118,,,0.0,0.0,0.0,0.0,0.006326311,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.873233304,,,,,0.0,0.0,,0.0,73.81691715,0.0,0.0,11.97339246,0.0,27.36842105,5.940594059,,,0.0,,0.0,0.0,0.0,4.72,9.575117056,4.04040404,0.0,,,,4.938271605,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,78.85714286,18.84057971
Suriname,,,0.0,0.0,,0.0,0.0,0.0,48.11,,,0.0,,0.0,55.68181818,,,10.0,85.18518519,0.0,0.0,,69.58333333,,,,,,,,,15.09,,,,,2.498750625,52.8109029,,0.0,,4.665302543,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.170794193,,,,,0.0,,0.0,,0.0,0.0,,0.0,55.78947368,,,54.208754209999995,0.0,,0.0,,,21.23,13.58533361,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,78.57142857,30.43478261
Sweden,66.18273139,15.672320620000002,0.0,0.0,0.757575758,0.0,0.0,42.77777778,93.87,13.88954282,13.88954282,0.0,0.0,0.0,96.59090909,50.84000000000001,1.343931625,60.0,4.761904762,0.0,0.0,47.5,88.33333333,52.1467278,,40.27830728,35.0,100.0,19.11764706,94.76439791,61.50023325,94.81,88.88888889,77.77777778,63.93442623,53.60824742,60.16991504,97.44463373,95.87122143,0.0,,51.35340544,100.0,2.097428958,0.0,0.0,0.0,3.1884608090000004,0.0,0.0,6.930184805000001,2.480491739,0.0,0.0,19.57947908,0.0,0.0,0.0,0.0,0.0,4.219503984,51.66605265,2.988898377,0.763358779,0.4784689,0.542740841,1.573333333,3.404255319,2.689486553,0.0,69.87951807,0.0,0.0,41.71779572,0.0,98.94736842,,14.14634146,89.45005612,0.0,59.7145488,0.0,25.74850299,11.0,96.23,45.22704226,87.87878788,0.0,12.438921,95.87122143,20.169119,6.172839506,0.0,0.0,0.0,0.0,56.85185185,0.0,0.0,0.0,78.57142857,62.31884058
Switzerland,26.39590257,,0.0,0.0,0.0,0.0,0.0,45.52777778,97.64,23.08018268,23.08018268,0.0,21.3963964,0.0,89.77272727,53.07999999999999,1.5829578649999998,65.0,18.51851852,0.0,0.0,7.5,64.16666667,20.34180909,,53.73617994999999,60.0,75.86206897,31.512605040000004,100.0,60.45195174,99.53,42.22222222,44.44444444,34.42622951,42.26804124,65.04247876,100.0,88.32637012,0.0,,70.78631979,52.631578950000005,4.600811908,0.0,0.0,0.0,4.87758588,0.0,0.0,2.207392197,2.628710929,0.0,0.0,44.22214109,0.0,0.0,0.0,0.0,0.0,4.152171473,64.63326412,0.170794193,0.763358779,1.9138755979999997,1.763907734,3.32,3.971631206,2.200488998,0.0,49.422432,0.0,0.0,26.97573416,0.0,84.21052632,,28.7804878,72.05387205,0.0,100.0,0.0,28.14371257,19.0,94.34,78.95886378,100.0,0.0,11.0680498,88.32637012,55.48516611000001,6.172839506,0.0,0.0,0.0,0.0,73.33333333,0.0,0.0,0.0,88.85714286,75.36231884
Syria,1.971037812,,0.0,0.0,,0.0,0.0,30.55555556,0.9399999999999998,15.24553887,15.24553887,0.0,,0.0,34.09090909,,0.0,15.0,92.59259259,0.0,0.0,,32.08333333,,,,,,,,,2.83,,,,,2.498750625,30.15332198,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.458871994,,,,,,0.0,,0.0,,0.0,0.0,6.694214878,0.0,46.31578947,0.495049505,,22.22222222,0.0,,0.0,0.0,,3.7699999999999996,10.0351419,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,62.571428569999995,15.94202899
Taiwan,99.74774111,,0.0,0.0,,0.0,0.0,44.44444444,,7.392061773,7.392061773,0.0,,0.0,,56.04,0.23593573,50.0,,0.0,0.0,20.0,,34.04196193,,41.23141441,32.0,41.37931034,8.193277311,,,,,,,,32.65867066,,65.42147948,0.0,82.35294118,65.22654195,,1.150202977,0.0,0.0,0.0,1.474030493,0.0,0.0,3.080082136,0.608861183,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.234429357,56.10137986,0.170794193,,0.4784689,0.474898236,0.722666667,0.425531915,3.4229828850000006,0.0,42.36740778,0.0,0.0,15.64075965,0.0,,99.87623762,23.41463415,72.61503928,0.0,56.43032535,0.0,43.11377246,15.0,,32.00632834,60.60606061,0.0,5.92693345,65.42147948,,29.629629629999997,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
Tajikistan,0.0,0.272887795,0.0,0.0,80.3030303,0.0,0.0,50.0,10.85,9.152973304,9.152973304,0.0,,0.0,46.59090909,,0.000150751,90.0,55.55555556,0.0,0.0,,5.833333333,,,,,6.896551724,,14.65968586,,23.58,,,,,,50.93696763,,0.0,,8.927214265,,0.0,0.0,0.0,0.0,0.006326311,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.45175064,,,,,0.0,0.0,0.0,,0.0,0.0,64.38152013,0.0,82.10526316,21.28712871,,45.45454545,0.0,45.61080417,0.0,,0.0,11.32,11.4852202,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,67.42857143,14.492753620000002
Tanzania,6.860458939,0.04815667,0.0,0.0,90.15151515,0.0,0.0,16.66666667,38.21,,,0.0,76.8018018,0.0,37.5,44.07,0.008076079,65.0,74.07407407,0.0,0.0,67.5,37.91666667,,,,,46.55172414,,8.90052356,,34.43,,,,,6.246876562,25.89437819,,0.0,,4.448991523,,0.135317997,0.0,0.0,0.0,0.075915734,0.0,0.0,,0.04214075,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.078554595,14.376381539999999,1.45175064,,,,0.416,0.141843972,0.244498778,0.0,,0.0,0.0,19.28284482,0.0,23.15789474,45.66831683,,59.3714927,0.0,41.72805402,0.0,17.96407186,0.0,30.19,12.4352715,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,92.85714286,81.15942029
Thailand,37.87255794,,0.0,0.0,30.3030303,0.0,0.0,44.44444444,54.72,5.108526767,5.108526767,0.0,,0.0,77.27272727,33.91,0.157274826,70.0,10.58201058,0.0,0.0,70.0,7.916666666999999,93.41392247,33.02411874,31.528783839999996,78.0,24.13793103,,46.59685864,21.76970197,58.02,,,,,22.76361819,72.06132879,29.71246006,0.0,35.29411765,68.74598071,,0.608930988,0.0,0.0,0.0,0.8793572470000001,0.0,0.0,8.880903491,0.41704811299999994,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.852878465,32.53901802,1.024765158,0.305343512,,0.13568521,1.9733333330000002,0.992907801,1.95599022,0.0,82.88411377,0.0,0.0,9.760907077,0.0,75.78947368,43.44059406,7.317073170999999,51.964085299999994,0.0,39.8096992,0.0,27.54491018,13.0,58.489999999999995,24.11590226,17.17171717,0.0,1.21622314,27.47603834,,20.37037037,0.0,0.0,0.0,0.0,41.2962963,0.0,0.0,0.0,98.28571429,36.23188406
Timor-Leste,,,0.0,0.0,,0.0,0.0,72.22222222,20.28,,,0.0,,0.0,39.77272727,,,20.0,95.23809524,0.0,0.0,,,,,,,,,,,22.64,,,,,0.0,31.686541740000003,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,61.05263158,59.15841584,,38.49607183,0.0,,0.0,,,33.96,9.995139738,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,96.0,33.33333333
Togo,9.358884572,0.053507411,0.0,0.0,87.87878788,0.0,0.0,25.0,30.659999999999997,,,0.0,,0.0,37.5,67.74,0.006567668999999999,70.0,50.79365079,0.0,0.0,15.0,,85.28553564,,45.67289363,82.0,43.10344828,,9.42408377,,28.300000000000004,,,,,6.246876562,28.449744460000005,,0.0,,9.032446653,,0.067658999,0.0,0.0,0.0,0.037957867,0.0,0.0,,0.011625035,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.02244417,,1.024765158,,,,,0.0,,0.0,80.06458825,0.0,0.0,28.253760629999995,0.0,37.89473684,40.59405941,,45.79124579,0.0,,0.0,,20.0,30.659999999999997,9.995139738,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,94.85714286,15.94202899
Tonga,,,0.0,0.0,,0.0,0.0,30.55555556,69.34,,,0.0,,0.0,48.86363636,,0.000351752,70.0,53.96825397,0.0,0.0,,,,,,,,,,,45.28,,,,,,61.15843271,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,81.05263158,,,48.70931538,0.0,,0.0,,,40.09,9.995139738,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,93.71428571,
Trinidad and Tobago,10.01781594,,0.0,0.0,81.06060606,0.0,0.0,16.66666667,46.7,23.07547436,23.07547436,0.0,,0.0,61.363636359999994,,0.0,65.0,55.02645503,0.0,0.0,,,,,,,,,14.31064572,0.00022909200000000002,52.35999999999999,,,,,9.145427286,73.93526405,,0.0,,35.44869921,,0.067658999,0.0,0.0,0.0,0.018978933,0.0,0.0,,0.008718776,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.011222085,,,,,,0.010666667,0.0,,0.0,,0.0,0.0,10.5310531,0.0,71.57894737,74.75247525,,37.03703704,0.0,41.7587477,0.0,,,50.0,19.99567977,,0.0,0.10294343699999998,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,88.28571429,30.43478261
Tunisia,8.354554303,,0.0,0.0,60.60606061,0.0,0.0,58.33333333,50.94,6.403314657,6.403314657,0.0,40.09009009,0.0,63.636363640000006,40.51,0.005986913,50.0,40.74074074,0.0,0.0,7.5,42.08333333,79.06071974,,41.84140297,45.0,55.17241378999999,,26.527050610000003,,41.51,,,,,25.23738131,59.96592844999999,,0.0,60.0,2.797427653,,0.202976996,0.0,0.0,0.0,0.069589422,0.0,0.0,,0.056672043,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.056110425,18.5436064,2.647309991,,,,0.090666667,0.283687943,1.466992665,0.0,60.986212890000004,0.0,0.0,19.52652692,0.0,28.42105263,47.02970297,,62.514029179999994,0.0,29.066912219999995,0.0,5.988023952,0.0,37.26,19.99567977,13.131313129999999,0.0,0.168622281,,,4.938271605,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,57.14285713999999,13.043478259999999
Turkey,18.40274338,,0.0,0.0,27.27272727,0.0,0.0,30.55555556,36.79,3.046282782,3.046282782,0.0,45.04504505,0.0,80.68181818,46.72,0.313664162,75.0,17.46031746,0.0,0.0,12.5,42.08333333,59.816590250000004,18.5528757,47.08349218,19.0,18.96551724,,50.261780099999996,25.25737749,43.87,48.88888889,55.55555556,39.3442623,32.98969072,35.15742129,80.91993186,45.3919882,0.0,25.882352940000004,13.878982750000002,43.42105263,2.368064953,0.0,0.0,0.0,1.239956981,0.0,0.0,0.770020534,0.8195649330000001,0.0,0.0,21.22482699,0.0,0.0,0.0,0.0,0.0,1.436426888,26.885591800000004,0.9393680620000001,0.305343512,0.119617225,0.067842605,3.410666667,2.836879433,0.244498778,0.0,23.8479692,0.0,0.0,12.77048332,0.0,86.31578947,43.56435644,6.341463415,64.75869809,0.0,17.26519337,0.0,13.77245509,9.0,43.4,19.99567977,61.61616162,0.0,,45.3919882,27.21401647,43.82716049,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,73.42857143,46.37681159
Turkmenistan,6.570126038,,0.0,0.0,,0.0,0.0,77.77777778,6.13,,,0.0,,0.0,44.31818182,,8.04005e-06,,,0.0,0.0,,,,,,,48.27586207,,,,12.26,,,,,,62.01022146999999,,0.0,,0.160771704,,0.0,0.0,0.0,0.0,0.006326311,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.024,0.0,,0.0,,0.0,0.0,22.31404958,0.0,,15.22277228,,0.0,0.0,,0.0,0.0,,1.8900000000000001,17.53554692,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,88.57142857,21.73913043
Uganda,4.296500771,0.20867890199999997,0.0,0.0,90.90909091,0.0,0.0,16.66666667,39.15,27.680210929999998,27.680210929999998,0.0,,0.0,39.77272727,32.98,0.017507389,60.0,60.846560849999996,0.0,0.0,40.0,50.833333329999995,,,,,36.20689655,,8.202443281,,31.129999999999995,,,,,11.24437781,28.960817720000005,,0.0,51.76470588000001,6.644256065000001,,0.135317997,0.0,0.0,0.0,0.10122097799999999,0.0,0.0,,0.045047009,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.078554595,20.97829727,16.14005124,,,,0.264,0.709219858,,0.0,,0.0,0.0,16.39366138,0.0,17.89473684,41.58415842,,49.71941639,0.0,31.967464700000004,0.0,12.574850299999998,15.0,33.02,12.66528393,10.1010101,0.0,0.084776948,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,92.28571429,79.71014493
Ukraine,6.640962979000001,,0.0,0.0,44.6969697,0.0,0.0,50.0,18.87,0.0,0.0,0.0,28.153153149999998,0.0,80.68181818,48.07,0.034560585,75.0,33.33333333,0.0,0.0,35.0,57.49999999999999,,,,,46.55172414,,33.68237347,6.78205244,33.02,,,,,16.24187906,60.30664395000001,32.19464242,0.0,58.82352941,23.75036539,50.0,1.01488498,0.0,0.0,0.0,0.27835769,0.0,0.0,,0.187453682,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.43766131799999997,32.30859401,,,,,0.208,0.709219858,4.88997555,0.0,,0.0,0.0,15.09656724,0.0,85.26315789,62.74752475,,66.55443322,0.0,42.5567833,0.0,8.383233533,5.0,40.57,9.995139738,85.85858586,0.0,2.137590192,32.19464242,,21.60493827,0.0,0.0,0.0,0.0,35.92592593,0.0,0.0,0.0,72.28571429,24.63768116
United Arab Emirates,8.948927287,,0.0,0.0,23.48484848,0.0,0.0,75.0,78.77,44.73845285,44.73845285,0.0,,0.0,92.04545455,53.1,0.563605906,70.0,7.936507936999999,0.0,0.0,52.5,38.75,82.04807559,80.51948052,48.3415936,41.0,43.10344828,50.63025209999999,56.89354276,26.908174829999997,88.68,,,,,37.80609695,94.88926746,39.19882035,0.0,24.70588235,90.71031862,25.0,3.382949932,0.0,0.0,0.0,2.796229519,0.0,0.0,2.002053388,1.9123181770000002,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.52373471,0.014903878000000002,1.110162254,0.610687023,0.0,0.067842605,8.064,3.687943262,0.0,0.0,73.85417961,0.0,0.0,6.904895965999999,0.0,95.78947368,57.05445545,7.804878049,87.76655443,0.0,57.85758134000001,0.0,19.76047904,19.0,82.08,40.83600514,68.68686869,0.0,5.623692828,39.19882035,,8.024691358,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,94.0,39.13043478
United Kingdom,32.15303883,83.41270266,0.0,0.0,3.03030303,0.0,0.0,30.55555556,89.15,16.09774471,16.09774471,0.0,32.20720721,0.0,93.18181818,43.7,13.075199239999998,75.0,3.7037037039999996,0.0,0.0,12.5,,60.48353481000001,,21.61646969,48.0,93.10344828,70.79831933,88.65619546,52.4540544,85.85,57.77777778000001,52.77777778,47.54098361,55.67010309,100.0,95.40034072,98.32882772,0.0,81.17647059,38.71090324,60.52631579,20.97428958,0.0,0.0,0.0,28.424115900000004,0.0,0.0,17.35112936,32.98022291,0.0,0.0,47.1613778,0.0,0.0,0.0,0.0,0.0,18.62866121,70.05425682,0.0,7.938931298,10.28708134,16.14654003,24.672,31.63120567,8.557457213,0.0,42.82697802,0.0,0.0,23.91341512,0.0,96.84210526,,48.29268293,68.68686869,0.0,59.96009822,0.0,23.95209581,13.0,93.4,47.40115966,36.36363636,0.0,25.9338274,98.32882772,40.56836916,62.96296296,0.0,0.0,0.0,0.0,54.62962963,0.0,0.0,0.0,88.85714286,57.97101449000001
United States,43.64448889,100.0,0.0,0.0,1.515151515,0.0,0.0,28.805555559999995,88.68,30.75945195,30.75945195,0.0,31.75675676,0.0,94.31818182,47.95,100.0,95.0,2.645502646,0.0,0.0,67.5,,77.05988606,,38.10522303,54.0,75.86206897,100.0,91.09947644,62.213248310000004,86.79,71.11111111,86.11111111,57.37704917999999,67.01030928,,93.18568995,100.0,0.0,78.82352941,80.88278281,82.89473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,68.01517067,0.0,0.0,42.77682904,0.0,0.0,0.0,0.0,0.0,100.0,66.31455556,100.0,100.0,100.0,100.0,100.0,100.0,21.7603912,0.0,51.06197988000001,0.0,0.0,36.54833041,0.0,91.57894737,,100.0,79.57351291,0.0,69.09146716,0.0,34.73053892,23.0,91.04,79.99891994,22.22222222,0.0,100.0,100.0,43.21683744,,0.0,0.0,0.0,0.0,55.18518519,0.0,0.0,0.0,90.0,53.62318841
Uruguay,18.01517067,,0.0,0.0,46.21212121,0.0,0.0,30.55555556,75.94,16.17778615,16.17778615,0.0,29.279279280000004,0.0,85.22727273,100.0,0.014713629999999998,60.0,52.91005290999999,0.0,0.0,60.0,59.16666667,56.3151313,4.26716141,24.51391536,53.0,55.17241378999999,,32.98429319,7.563990132,77.36,,,,,20.28985507,76.66098807,,0.0,,44.12160187,,0.067658999,0.0,0.0,0.0,0.075915734,0.0,0.0,0.0,0.050859525999999995,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.123442936,12.44942729,1.7933390260000002,,,0.067842605,0.053333333,0.141843972,0.244498778,0.0,56.58924357,0.0,0.0,12.52319109,0.0,87.36842105,95.91584158,0.0,63.075196410000004,0.0,52.11786372,0.0,10.77844311,0.0,74.06,21.19574457,53.53535354000001,0.0,1.062972503,,,1.8518518519999998,0.0,0.0,0.0,0.0,27.03703704,0.0,0.0,0.0,76.28571429,46.37681159
Uzbekistan,5.675763334,,0.0,0.0,62.12121212,0.0,0.0,58.33333333,21.7,2.580159141,2.580159141,0.0,,0.0,72.72727273,49.69,0.007796332999999999,65.0,35.97883598,0.0,0.0,100.0,17.91666667,,,,,13.79310345,,25.305410119999998,2.36756912,38.21,,,,,8.32083958,59.11413969,,0.0,21.17647059,22.96112248,,0.202976996,0.0,0.0,0.0,0.012652622,0.0,0.0,,0.010171905,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.04488834,20.7197401,7.173356106000001,,,,0.210666667,0.0,0.733496333,0.0,,0.0,0.0,26.987148980000004,0.0,90.52631579,34.65346535,,77.328844,0.0,,0.0,17.96407186,33.0,31.6,16.33548212,11.11111111,0.0,,,,13.58024691,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,87.42857143,30.43478261
Vanuatu,,,0.0,0.0,,0.0,0.0,100.0,58.96,,,0.0,,0.0,46.59090909,,0.000435293,75.0,56.08465608000001,0.0,0.0,,,,,,,,,,,32.08,,,,,,39.8637138,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,46.31578947,,,33.22109989,0.0,,0.0,,,48.58,12.555277989999999,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,85.71428571,33.33333333
